TimeStamp,EventType,User,Client IP,Client Agent,Message
2023-02-14 12:30:02,USER ACTION - LOGIN SUCCESS,kafka,,,
TimeStamp,EventType,User,Client IP,Client Agent,Message
2023-02-14 13:49:07,USER ACTION - LOGIN SUCCESS,kafka,,,
2023-02-14 14:13:18,USER ACTION - LOGIN SUCCESS,kafka,,,
