TimeStamp,EventType,User,Client IP,Client Agent,Message
2023-01-26 17:59:43,kafka,,,
TimeStamp,EventType,User,Client IP,Client Agent,Message
2023-01-26 18:21:54,USER ACTION - LOGIN SUCCESS,kafka,,,
