TimeStamp,EventType,User,Client IP,Client Agent,Message
TimeStamp,EventType,User,Client IP,Client Agent,Message
2023-02-16 10:57:06,USER ACTION - LOGIN SUCCESS,test124,,,
TimeStamp,EventType,User,Client IP,Client Agent,Message
2023-02-16 13:34:35,USER ACTION - LOGIN SUCCESS,kafka,,,
TimeStamp,EventType,User,Client IP,Client Agent,Message
2023-02-16 14:54:40,USER ACTION - LOGIN SUCCESS,kafka,,,
